startTime,endTime,latency
1708422980724,1708422980739,15
1708422980739,1708422980753,14
1708422980753,1708422980767,14
1708422980767,1708422980782,15
1708422980782,1708422980796,14
1708422980796,1708422980809,13
1708422980809,1708422980824,15
1708422980824,1708422980837,13
1708422980837,1708422980850,13
1708422980850,1708422980865,15
1708422980865,1708422980879,14
1708422980879,1708422980894,15
1708422980894,1708422980909,15
1708422980909,1708422980925,16
1708422980925,1708422980937,12
1708422980937,1708422980953,16
1708422980953,1708422980966,13
1708422980966,1708422980980,14
1708422980980,1708422980994,14
1708422980994,1708422981008,14
1708422981008,1708422981019,11
1708422981019,1708422981034,15
1708422981034,1708422981048,14
1708422981048,1708422981062,14
1708422981062,1708422981078,16
1708422981078,1708422981091,13
1708422981091,1708422981105,14
1708422981105,1708422981115,10
1708422981115,1708422981129,14
1708422981129,1708422981143,14
1708422981143,1708422981157,14
1708422981157,1708422981171,14
1708422981171,1708422981186,15
1708422981186,1708422981200,14
1708422981200,1708422981215,15
1708422981215,1708422981228,13
1708422981228,1708422981241,13
1708422981241,1708422981255,14
1708422981255,1708422981267,12
1708422981267,1708422981282,15
1708422981282,1708422981296,14
1708422981296,1708422981310,14
1708422981310,1708422981326,16
1708422981326,1708422981337,11
1708422981337,1708422981351,14
1708422981351,1708422981364,13
1708422981364,1708422981378,14
1708422981378,1708422981392,14
1708422981392,1708422981407,15
1708422981407,1708422981420,13
1708422981420,1708422981434,14
1708422981434,1708422981449,15
1708422981449,1708422981462,13
1708422981462,1708422981477,15
1708422981477,1708422981492,15
1708422981492,1708422981508,16
1708422981508,1708422981522,14
1708422981522,1708422981537,15
1708422981537,1708422981551,14
1708422981551,1708422981566,15
1708422981566,1708422981581,15
1708422981581,1708422981595,14
1708422981595,1708422981610,15
1708422981610,1708422981624,14
1708422981624,1708422981640,16
1708422981640,1708422981653,13
1708422981653,1708422981667,14
1708422981667,1708422981681,14
1708422981681,1708422981695,14
1708422981695,1708422981708,13
1708422981708,1708422981723,15
1708422981723,1708422981737,14
1708422981737,1708422981752,15
1708422981752,1708422981766,14
1708422981766,1708422981781,15
1708422981781,1708422981794,13
1708422981794,1708422981809,15
1708422981809,1708422981823,14
1708422981823,1708422981838,15
1708422981838,1708422981850,12
1708422981850,1708422981864,14
1708422981864,1708422981877,13
1708422981877,1708422981892,15
1708422981892,1708422981906,14
1708422981906,1708422981920,14
1708422981920,1708422981936,16
1708422981936,1708422981950,14
1708422981950,1708422981964,14
1708422981964,1708422981979,15
1708422981979,1708422981993,14
1708422981993,1708422982008,15
1708422982008,1708422982018,10
1708422982018,1708422982033,15
1708422982033,1708422982047,14
1708422982047,1708422982062,15
1708422982062,1708422982077,15
1708422982077,1708422982089,12
1708422982089,1708422982101,12
1708422982101,1708422982113,12
1708422982113,1708422982127,14
1708422982127,1708422982141,14
1708422982141,1708422982156,15
1708422982156,1708422982168,12
1708422982168,1708422982183,15
1708422982183,1708422982198,15
1708422982198,1708422982212,14
1708422982212,1708422982226,14
1708422982226,1708422982241,15
1708422982241,1708422982255,14
1708422982255,1708422982268,13
1708422982268,1708422982281,13
1708422982281,1708422982295,14
1708422982295,1708422982308,13
1708422982308,1708422982326,18
1708422982326,1708422982340,14
1708422982340,1708422982354,14
1708422982354,1708422982366,12
1708422982366,1708422982380,14
1708422982380,1708422982394,14
1708422982394,1708422982408,14
1708422982408,1708422982423,15
1708422982423,1708422982435,12
1708422982435,1708422982450,15
1708422982450,1708422982465,15
1708422982465,1708422982479,14
1708422982479,1708422982494,15
1708422982494,1708422982508,14
1708422982508,1708422982523,15
1708422982523,1708422982537,14
1708422982537,1708422982550,13
1708422982550,1708422982563,13
1708422982563,1708422982578,15
1708422982578,1708422982592,14
1708422982592,1708422982607,15
1708422982607,1708422982621,14
1708422982621,1708422982635,14
1708422982635,1708422982649,14
1708422982649,1708422982663,14
1708422982663,1708422982675,12
1708422982675,1708422982688,13
1708422982688,1708422982703,15
1708422982703,1708422982717,14
1708422982717,1708422982732,15
1708422982732,1708422982746,14
1708422982746,1708422982759,13
1708422982759,1708422982775,16
1708422982775,1708422982789,14
1708422982789,1708422982803,14
1708422982803,1708422982818,15
1708422982818,1708422982833,15
1708422982833,1708422982847,14
1708422982847,1708422982860,13
1708422982860,1708422982875,15
1708422982875,1708422982890,15
1708422982890,1708422982903,13
1708422982903,1708422982917,14
1708422982917,1708422982931,14
1708422982931,1708422982966,35
1708422982966,1708422982982,16
1708422982982,1708422982995,13
1708422982995,1708422983010,15
1708422983010,1708422983024,14
1708422983024,1708422983040,16
1708422983040,1708422983051,11
1708422983051,1708422983067,16
1708422983067,1708422983080,13
1708422983080,1708422983095,15
1708422983095,1708422983105,10
1708422983105,1708422983118,13
1708422983118,1708422983131,13
1708422983131,1708422983145,14
1708422983145,1708422983161,16
1708422983161,1708422983176,15
1708422983176,1708422983190,14
1708422983190,1708422983204,14
1708422983204,1708422983219,15
1708422983219,1708422983233,14
1708422983233,1708422983248,15
1708422983248,1708422983263,15
1708422983263,1708422983277,14
1708422983277,1708422983291,14
1708422983291,1708422983306,15
1708422983306,1708422983321,15
1708422983321,1708422983334,13
1708422983334,1708422983349,15
1708422983349,1708422983362,13
1708422983362,1708422983376,14
1708422983376,1708422983391,15
1708422983391,1708422983405,14
1708422983405,1708422983420,15
1708422983420,1708422983433,13
1708422983433,1708422983449,16
1708422983449,1708422983462,13
1708422983462,1708422983475,13
1708422983475,1708422983492,17
1708422983492,1708422983505,13
1708422983505,1708422983519,14
1708422983519,1708422983533,14
1708422983533,1708422983548,15
1708422983548,1708422983561,13
1708422983561,1708422983576,15
1708422983576,1708422983588,12
1708422983588,1708422983602,14
1708422983602,1708422983616,14
1708422983616,1708422983628,12
1708422983628,1708422983640,12
1708422983640,1708422983652,12
1708422983652,1708422983664,12
1708422983664,1708422983677,13
1708422983677,1708422983693,16
1708422983693,1708422983706,13
1708422983706,1708422983719,13
1708422983719,1708422983733,14
1708422983733,1708422983748,15
1708422983748,1708422983760,12
1708422983760,1708422983775,15
1708422983775,1708422983789,14
1708422983789,1708422983803,14
1708422983803,1708422983817,14
1708422983817,1708422983831,14
1708422983831,1708422983846,15
1708422983846,1708422983860,14
1708422983860,1708422983875,15
1708422983875,1708422983889,14
1708422983889,1708422983904,15
1708422983904,1708422983918,14
1708422983918,1708422983931,13
1708422983931,1708422983945,14
1708422983945,1708422983960,15
1708422983960,1708422983973,13
1708422983973,1708422983986,13
1708422983986,1708422984001,15
1708422984001,1708422984015,14
1708422984015,1708422984030,15
1708422984030,1708422984043,13
1708422984043,1708422984058,15
1708422984058,1708422984073,15
1708422984073,1708422984087,14
1708422984087,1708422984101,14
1708422984101,1708422984116,15
1708422984116,1708422984127,11
1708422984127,1708422984142,15
1708422984142,1708422984155,13
1708422984155,1708422984170,15
1708422984170,1708422984184,14
1708422984184,1708422984199,15
1708422984199,1708422984213,14
1708422984213,1708422984228,15
1708422984228,1708422984243,15
1708422984243,1708422984256,13
1708422984256,1708422984270,14
1708422984270,1708422984283,13
1708422984283,1708422984298,15
1708422984298,1708422984312,14
-,-,-
1708422985176,1708422985189,13
1708422985189,1708422985203,14
1708422985203,1708422985217,14
1708422985217,1708422985231,14
1708422985231,1708422985245,14
1708422985245,1708422985259,14
1708422985259,1708422985273,14
1708422985273,1708422985288,15
1708422985288,1708422985302,14
1708422985302,1708422985316,14
1708422985316,1708422985330,14
1708422985330,1708422985345,15
1708422985345,1708422985358,13
1708422985358,1708422985372,14
1708422985372,1708422985384,12
1708422985384,1708422985399,15
1708422985399,1708422985413,14
1708422985413,1708422985427,14
1708422985427,1708422985442,15
1708422985442,1708422985456,14
1708422985456,1708422985471,15
1708422985471,1708422985490,19
1708422985490,1708422985505,15
1708422985505,1708422985519,14
1708422985519,1708422985533,14
1708422985533,1708422985547,14
1708422985547,1708422985561,14
1708422985561,1708422985576,15
1708422985576,1708422985591,15
1708422985591,1708422985606,15
1708422985606,1708422985620,14
1708422985620,1708422985634,14
1708422985634,1708422985647,13
1708422985647,1708422985662,15
1708422985662,1708422985675,13
1708422985675,1708422985690,15
1708422985690,1708422985704,14
1708422985704,1708422985717,13
1708422985717,1708422985732,15
1708422985732,1708422985745,13
1708422985745,1708422985759,14
1708422985759,1708422985773,14
1708422985773,1708422985786,13
1708422985786,1708422985801,15
1708422985801,1708422985815,14
1708422985815,1708422985827,12
1708422985827,1708422985841,14
1708422985841,1708422985855,14
1708422985855,1708422985870,15
1708422985870,1708422985883,13
1708422985883,1708422985896,13
1708422985896,1708422985911,15
1708422985911,1708422985927,16
1708422985927,1708422985940,13
1708422985941,1708422985955,14
1708422985955,1708422985969,14
1708422985969,1708422985983,14
1708422985983,1708422985997,14
1708422985997,1708422986011,14
1708422986011,1708422986025,14
1708422986025,1708422986039,14
1708422986039,1708422986054,15
1708422986054,1708422986068,14
1708422986068,1708422986083,15
1708422986083,1708422986097,14
1708422986097,1708422986111,14
1708422986111,1708422986126,15
1708422986126,1708422986138,12
1708422986138,1708422986152,14
1708422986152,1708422986166,14
1708422986166,1708422986181,15
1708422986181,1708422986195,14
1708422986195,1708422986207,12
1708422986207,1708422986221,14
1708422986221,1708422986235,14
1708422986235,1708422986250,15
1708422986250,1708422986264,14
1708422986264,1708422986278,14
1708422986278,1708422986292,14
1708422986292,1708422986305,13
1708422986305,1708422986321,16
1708422986321,1708422986335,14
1708422986335,1708422986348,13
1708422986348,1708422986363,15
1708422986363,1708422986376,13
1708422986376,1708422986390,14
1708422986390,1708422986404,14
1708422986404,1708422986419,15
1708422986419,1708422986434,15
1708422986434,1708422986449,15
1708422986449,1708422986462,13
1708422986462,1708422986478,16
1708422986478,1708422986490,12
1708422986491,1708422986503,12
1708422986503,1708422986517,14
1708422986517,1708422986529,12
1708422986529,1708422986543,14
1708422986543,1708422986557,14
1708422986557,1708422986569,12
1708422986569,1708422986583,14
1708422986583,1708422986597,14
1708422986597,1708422986611,14
1708422986611,1708422986626,15
1708422986626,1708422986641,15
1708422986641,1708422986656,15
1708422986656,1708422986669,13
1708422986669,1708422986684,15
1708422986684,1708422986697,13
1708422986697,1708422986711,14
1708422986711,1708422986725,14
1708422986725,1708422986738,13
1708422986738,1708422986753,15
1708422986753,1708422986766,13
1708422986766,1708422986778,12
1708422986778,1708422986792,14
1708422986792,1708422986808,16
1708422986808,1708422986823,15
1708422986823,1708422986837,14
1708422986837,1708422986852,15
1708422986852,1708422986866,14
1708422986866,1708422986880,14
1708422986880,1708422986895,15
1708422986895,1708422986908,13
1708422986908,1708422986922,14
1708422986922,1708422986937,15
1708422986937,1708422986954,17
1708422986954,1708422986967,13
1708422986967,1708422986981,14
1708422986981,1708422986995,14
1708422986995,1708422987009,14
1708422987009,1708422987024,15
1708422987024,1708422987038,14
1708422987038,1708422987053,15
1708422987053,1708422987068,15
1708422987068,1708422987082,14
1708422987082,1708422987096,14
1708422987096,1708422987110,14
1708422987110,1708422987124,14
1708422987124,1708422987137,13
1708422987137,1708422987151,14
1708422987151,1708422987165,14
1708422987165,1708422987179,14
1708422987179,1708422987191,12
1708422987191,1708422987205,14
1708422987205,1708422987219,14
1708422987219,1708422987233,14
1708422987233,1708422987247,14
1708422987247,1708422987262,15
1708422987262,1708422987275,13
1708422987275,1708422987289,14
1708422987289,1708422987302,13
1708422987302,1708422987317,15
1708422987317,1708422987331,14
1708422987331,1708422987346,15
1708422987346,1708422987360,14
1708422987360,1708422987376,16
1708422987376,1708422987390,14
1708422987390,1708422987405,15
1708422987405,1708422987421,16
1708422987421,1708422987436,15
1708422987436,1708422987451,15
1708422987451,1708422987467,16
1708422987467,1708422987480,13
1708422987480,1708422987494,14
1708422987494,1708422987507,13
1708422987507,1708422987522,15
1708422987522,1708422987537,15
1708422987537,1708422987551,14
1708422987551,1708422987565,14
1708422987565,1708422987579,14
1708422987579,1708422987594,15
1708422987594,1708422987608,14
1708422987608,1708422987624,16
1708422987624,1708422987638,14
1708422987638,1708422987653,15
1708422987653,1708422987665,12
1708422987665,1708422987680,15
1708422987680,1708422987695,15
1708422987695,1708422987710,15
1708422987710,1708422987725,15
1708422987725,1708422987738,13
1708422987738,1708422987751,13
1708422987751,1708422987765,14
1708422987765,1708422987781,16
1708422987781,1708422987796,15
1708422987796,1708422987811,15
1708422987811,1708422987826,15
1708422987826,1708422987841,15
1708422987841,1708422987854,13
1708422987854,1708422987868,14
1708422987868,1708422987883,15
1708422987883,1708422987897,14
1708422987897,1708422987910,13
1708422987910,1708422987923,13
1708422987923,1708422987937,14
1708422987937,1708422987949,12
1708422987949,1708422987964,15
1708422987964,1708422987978,14
1708422987978,1708422987993,15
1708422987993,1708422988006,13
1708422988006,1708422988021,15
1708422988021,1708422988034,13
1708422988034,1708422988049,15
1708422988049,1708422988063,14
1708422988063,1708422988077,14
1708422988077,1708422988090,13
1708422988090,1708422988105,15
1708422988105,1708422988118,13
1708422988119,1708422988133,14
1708422988133,1708422988148,15
1708422988148,1708422988163,15
1708422988163,1708422988177,14
1708422988177,1708422988192,15
1708422988192,1708422988206,14
1708422988206,1708422988220,14
1708422988220,1708422988233,13
1708422988233,1708422988248,15
1708422988248,1708422988262,14
1708422988262,1708422988277,15
1708422988277,1708422988291,14
1708422988291,1708422988303,12
1708422988303,1708422988318,15
1708422988318,1708422988331,13
1708422988331,1708422988345,14
1708422988345,1708422988360,15
1708422988360,1708422988374,14
1708422988374,1708422988388,14
1708422988388,1708422988402,14
1708422988402,1708422988417,15
1708422988417,1708422988431,14
1708422988431,1708422988445,14
1708422988445,1708422988460,15
1708422988460,1708422988474,14
1708422988474,1708422988488,14
1708422988488,1708422988503,15
1708422988503,1708422988518,15
1708422988518,1708422988533,15
1708422988533,1708422988548,15
1708422988548,1708422988562,14
1708422988562,1708422988575,13
1708422988575,1708422988589,14
1708422988589,1708422988600,11
1708422988600,1708422988612,12
1708422988612,1708422988626,14
1708422988626,1708422988639,13
1708422988639,1708422988654,15
1708422988654,1708422988669,15
1708422988669,1708422988683,14
1708422988683,1708422988698,15
1708422988698,1708422988712,14
1708422988712,1708422988726,14
1708422988726,1708422988741,15
1708422988741,1708422988754,13
1708422988754,1708422988769,15
1708422988769,1708422988783,14
1708422988783,1708422988797,14
1708422988797,1708422988812,15
1708422988812,1708422988827,15
1708422988827,1708422988840,13
1708422988840,1708422988853,13
1708422988853,1708422988867,14
1708422988867,1708422988881,14
1708422988881,1708422988895,14
1708422988895,1708422988910,15
1708422988910,1708422988924,14
1708422988924,1708422988938,14
1708422988939,1708422988952,13
1708422988952,1708422988967,15
1708422988967,1708422988981,14
1708422988981,1708422988992,11
1708422988992,1708422989005,13
1708422989005,1708422989020,15
1708422989020,1708422989035,15
1708422989035,1708422989049,14
1708422989049,1708422989063,14
1708422989063,1708422989075,12
1708422989075,1708422989092,17
1708422989092,1708422989106,14
1708422989106,1708422989121,15
1708422989121,1708422989135,14
1708422989135,1708422989148,13
1708422989148,1708422989162,14
1708422989162,1708422989177,15
1708422989177,1708422989192,15
1708422989192,1708422989206,14
1708422989206,1708422989222,16
1708422989222,1708422989236,14
1708422989236,1708422989250,14
1708422989250,1708422989264,14
1708422989264,1708422989278,14
1708422989278,1708422989293,15
1708422989293,1708422989307,14
1708422989307,1708422989322,15
1708422989322,1708422989334,12
1708422989334,1708422989348,14
1708422989348,1708422989362,14
1708422989362,1708422989377,15
1708422989377,1708422989388,11
1708422989388,1708422989403,15
1708422989403,1708422989417,14
1708422989417,1708422989432,15
1708422989432,1708422989447,15
1708422989447,1708422989461,14
1708422989461,1708422989475,14
1708422989475,1708422989489,14
1708422989489,1708422989505,16
1708422989505,1708422989520,15
1708422989520,1708422989535,15
1708422989535,1708422989549,14
1708422989549,1708422989564,15
1708422989564,1708422989578,14
1708422989578,1708422989591,13
1708422989591,1708422989604,13
1708422989604,1708422989618,14
1708422989618,1708422989633,15
1708422989633,1708422989647,14
1708422989647,1708422989658,11
1708422989658,1708422989673,15
1708422989673,1708422989688,15
1708422989688,1708422989703,15
1708422989703,1708422989718,15
1708422989718,1708422989731,13
1708422989731,1708422989745,14
1708422989745,1708422989760,15
1708422989760,1708422989774,14
1708422989774,1708422989788,14
1708422989788,1708422989801,13
1708422989801,1708422989815,14
1708422989815,1708422989829,14
1708422989829,1708422989843,14
1708422989843,1708422989857,14
1708422989857,1708422989871,14
1708422989871,1708422989885,14
1708422989885,1708422989900,15
1708422989900,1708422989916,16
1708422989916,1708422989929,13
1708422989929,1708422989944,15
1708422989944,1708422989958,14
1708422989958,1708422989972,14
1708422989972,1708422989985,13
1708422989985,1708422990000,15
1708422990000,1708422990014,14
1708422990014,1708422990029,15
1708422990029,1708422990042,13
1708422990042,1708422990055,13
1708422990055,1708422990070,15
1708422990070,1708422990083,13
1708422990083,1708422990096,13
1708422990096,1708422990111,15
1708422990111,1708422990125,14
1708422990125,1708422990139,14
1708422990139,1708422990154,15
1708422990154,1708422990168,14
1708422990168,1708422990183,15
1708422990183,1708422990198,15
1708422990198,1708422990212,14
1708422990212,1708422990227,15
1708422990227,1708422990240,13
1708422990240,1708422990253,13
1708422990253,1708422990266,13
1708422990266,1708422990282,16
1708422990282,1708422990296,14
1708422990296,1708422990311,15
1708422990311,1708422990325,14
1708422990325,1708422990339,14
1708422990339,1708422990354,15
1708422990354,1708422990367,13
1708422990367,1708422990381,14
1708422990381,1708422990395,14
1708422990395,1708422990410,15
1708422990410,1708422990421,11
1708422990421,1708422990435,14
1708422990435,1708422990449,14
1708422990449,1708422990463,14
1708422990463,1708422990478,15
1708422990478,1708422990492,14
1708422990492,1708422990506,14
1708422990506,1708422990521,15
1708422990521,1708422990535,14
1708422990535,1708422990550,15
1708422990550,1708422990564,14
1708422990564,1708422990580,16
1708422990580,1708422990594,14
1708422990594,1708422990609,15
1708422990609,1708422990623,14
1708422990623,1708422990637,14
1708422990637,1708422990652,15
1708422990652,1708422990666,14
1708422990666,1708422990681,15
1708422990681,1708422990695,14
1708422990695,1708422990708,13
1708422990708,1708422990723,15
1708422990723,1708422990736,13
1708422990736,1708422990751,15
1708422990751,1708422990766,15
1708422990766,1708422990780,14
1708422990780,1708422990794,14
1708422990794,1708422990809,15
1708422990809,1708422990825,16
1708422990825,1708422990839,14
1708422990839,1708422990852,13
1708422990852,1708422990866,14
1708422990866,1708422990881,15
1708422990881,1708422990895,14
1708422990895,1708422990910,15
1708422990910,1708422990924,14
1708422990924,1708422990939,15
1708422990939,1708422990953,14
1708422990953,1708422990966,13
1708422990966,1708422990981,15
1708422990981,1708422990995,14
1708422990995,1708422991010,15
1708422991010,1708422991024,14
1708422991024,1708422991038,14
1708422991038,1708422991054,16
1708422991054,1708422991067,13
1708422991067,1708422991081,14
1708422991081,1708422991094,13
1708422991094,1708422991109,15
1708422991109,1708422991122,13
1708422991122,1708422991136,14
1708422991136,1708422991151,15
1708422991151,1708422991166,15
1708422991166,1708422991180,14
1708422991180,1708422991195,15
1708422991195,1708422991210,15
1708422991210,1708422991225,15
1708422991225,1708422991239,14
1708422991239,1708422991254,15
1708422991254,1708422991269,15
1708422991269,1708422991284,15
1708422991284,1708422991298,14
1708422991298,1708422991311,13
1708422991311,1708422991326,15
1708422991326,1708422991341,15
1708422991341,1708422991355,14
1708422991355,1708422991367,12
1708422991367,1708422991382,15
1708422991382,1708422991396,14
1708422991396,1708422991410,14
1708422991410,1708422991425,15
1708422991425,1708422991440,15
1708422991440,1708422991455,15
1708422991455,1708422991469,14
1708422991469,1708422991483,14
1708422991483,1708422991498,15
1708422991498,1708422991511,13
1708422991511,1708422991525,14
1708422991525,1708422991540,15
1708422991540,1708422991554,14
1708422991554,1708422991569,15
1708422991569,1708422991584,15
1708422991584,1708422991597,13
1708422991597,1708422991611,14
1708422991611,1708422991624,13
1708422991624,1708422991637,13
1708422991637,1708422991649,12
1708422991649,1708422991662,13
1708422991662,1708422991674,12
1708422991674,1708422991688,14
1708422991688,1708422991703,15
1708422991703,1708422991717,14
1708422991717,1708422991733,16
1708422991733,1708422991747,14
1708422991747,1708422991761,14
1708422991761,1708422991775,14
1708422991775,1708422991787,12
1708422991787,1708422991802,15
1708422991802,1708422991816,14
1708422991816,1708422991832,16
1708422991832,1708422991846,14
1708422991846,1708422991861,15
1708422991861,1708422991875,14
1708422991875,1708422991890,15
1708422991890,1708422991905,15
1708422991905,1708422991919,14
1708422991919,1708422991933,14
1708422991933,1708422991948,15
1708422991948,1708422991963,15
1708422991963,1708422991977,14
1708422991977,1708422991992,15
1708422991992,1708422992007,15
1708422992007,1708422992021,14
1708422992021,1708422992036,15
1708422992036,1708422992050,14
1708422992050,1708422992064,14
1708422992064,1708422992079,15
1708422992079,1708422992092,13
1708422992092,1708422992104,12
1708422992104,1708422992119,15
1708422992119,1708422992134,15
1708422992134,1708422992148,14
1708422992148,1708422992163,15
1708422992163,1708422992177,14
1708422992177,1708422992192,15
1708422992192,1708422992207,15
1708422992207,1708422992221,14
1708422992221,1708422992235,14
1708422992235,1708422992249,14
1708422992249,1708422992260,11
1708422992260,1708422992274,14
1708422992274,1708422992288,14
1708422992288,1708422992303,15
1708422992303,1708422992318,15
1708422992318,1708422992333,15
1708422992333,1708422992347,14
1708422992347,1708422992360,13
1708422992360,1708422992375,15
1708422992375,1708422992390,15
1708422992390,1708422992404,14
1708422992404,1708422992419,15
1708422992419,1708422992434,15
1708422992434,1708422992446,12
1708422992446,1708422992460,14
1708422992460,1708422992473,13
1708422992473,1708422992487,14
1708422992487,1708422992501,14
1708422992501,1708422992512,11
1708422992512,1708422992527,15
1708422992527,1708422992541,14
1708422992541,1708422992556,15
1708422992556,1708422992571,15
1708422992571,1708422992585,14
1708422992585,1708422992598,13
1708422992598,1708422992613,15
1708422992613,1708422992628,15
1708422992628,1708422992642,14
1708422992642,1708422992657,15
1708422992657,1708422992667,10
1708422992667,1708422992681,14
1708422992681,1708422992696,15
1708422992696,1708422992709,13
1708422992709,1708422992724,15
1708422992724,1708422992737,13
1708422992737,1708422992752,15
1708422992752,1708422992765,13
1708422992765,1708422992779,14
1708422992779,1708422992794,15
1708422992794,1708422992809,15
1708422992809,1708422992824,15
1708422992824,1708422992837,13
1708422992837,1708422992852,15
1708422992852,1708422992866,14
1708422992866,1708422992878,12
1708422992878,1708422992892,14
1708422992892,1708422992909,17
1708422992909,1708422992923,14
1708422992923,1708422992956,33
1708422992956,1708422992972,16
1708422992972,1708422992987,15
1708422992987,1708422993002,15
1708422993002,1708422993018,16
1708422993018,1708422993032,14
1708422993032,1708422993046,14
1708422993046,1708422993057,11
1708422993057,1708422993068,11
1708422993068,1708422993081,13
1708422993081,1708422993096,15
1708422993096,1708422993108,12
1708422993108,1708422993121,13
1708422993121,1708422993135,14
1708422993135,1708422993149,14
1708422993149,1708422993162,13
1708422993162,1708422993177,15
1708422993177,1708422993191,14
1708422993191,1708422993206,15
1708422993206,1708422993217,11
1708422993217,1708422993232,15
1708422993232,1708422993245,13
1708422993245,1708422993260,15
1708422993260,1708422993273,13
1708422993273,1708422993285,12
1708422993285,1708422993300,15
1708422993300,1708422993314,14
1708422993314,1708422993329,15
1708422993329,1708422993343,14
1708422993343,1708422993358,15
1708422993358,1708422993372,14
1708422993372,1708422993385,13
1708422993385,1708422993400,15
1708422993400,1708422993414,14
1708422993414,1708422993428,14
1708422993428,1708422993443,15
1708422993443,1708422993457,14
1708422993457,1708422993471,14
1708422993471,1708422993484,13
1708422993484,1708422993499,15
1708422993499,1708422993512,13
1708422993512,1708422993527,15
1708422993527,1708422993541,14
1708422993541,1708422993555,14
1708422993555,1708422993570,15
1708422993570,1708422993584,14
1708422993584,1708422993598,14
1708422993598,1708422993612,14
1708422993612,1708422993626,14
1708422993626,1708422993641,15
1708422993641,1708422993654,13
1708422993654,1708422993668,14
1708422993668,1708422993683,15
1708422993683,1708422993697,14
1708422993697,1708422993708,11
1708422993708,1708422993723,15
1708422993723,1708422993738,15
1708422993738,1708422993751,13
1708422993751,1708422993765,14
1708422993765,1708422993779,14
1708422993779,1708422993792,13
1708422993792,1708422993805,13
1708422993805,1708422993820,15
1708422993820,1708422993834,14
1708422993834,1708422993848,14
1708422993848,1708422993862,14
1708422993862,1708422993876,14
1708422993876,1708422993892,16
1708422993892,1708422993907,15
1708422993907,1708422993918,11
1708422993918,1708422993932,14
1708422993932,1708422993948,16
1708422993948,1708422993962,14
1708422993962,1708422993976,14
1708422993976,1708422993991,15
1708422993991,1708422994004,13
1708422994004,1708422994018,14
1708422994018,1708422994032,14
1708422994032,1708422994046,14
1708422994046,1708422994060,14
1708422994060,1708422994076,16
1708422994076,1708422994090,14
1708422994090,1708422994104,14
1708422994104,1708422994116,12
1708422994116,1708422994131,15
1708422994131,1708422994145,14
1708422994145,1708422994159,14
1708422994159,1708422994173,14
1708422994173,1708422994187,14
1708422994187,1708422994203,16
1708422994203,1708422994219,16
1708422994219,1708422994233,14
1708422994233,1708422994247,14
1708422994247,1708422994260,13
1708422994260,1708422994273,13
1708422994273,1708422994288,15
1708422994288,1708422994302,14
1708422994302,1708422994315,13
1708422994315,1708422994328,13
1708422994328,1708422994342,14
1708422994342,1708422994356,14
1708422994356,1708422994370,14
1708422994370,1708422994385,15
1708422994385,1708422994398,13
1708422994398,1708422994412,14
1708422994412,1708422994426,14
1708422994426,1708422994441,15
1708422994441,1708422994453,12
1708422994453,1708422994467,14
1708422994467,1708422994480,13
1708422994480,1708422994494,14
1708422994494,1708422994508,14
1708422994508,1708422994519,11
1708422994519,1708422994534,15
1708422994534,1708422994547,13
1708422994547,1708422994561,14
1708422994561,1708422994576,15
1708422994576,1708422994590,14
1708422994590,1708422994605,15
1708422994605,1708422994620,15
1708422994620,1708422994632,12
1708422994632,1708422994647,15
1708422994647,1708422994662,15
1708422994662,1708422994676,14
1708422994676,1708422994690,14
1708422994690,1708422994703,13
1708422994703,1708422994716,13
1708422994716,1708422994731,15
1708422994731,1708422994744,13
1708422994744,1708422994758,14
1708422994758,1708422994772,14
1708422994772,1708422994785,13
1708422994785,1708422994799,14
1708422994799,1708422994813,14
1708422994813,1708422994828,15
1708422994828,1708422994840,12
1708422994840,1708422994852,12
1708422994852,1708422994866,14
1708422994866,1708422994880,14
1708422994880,1708422994895,15
1708422994895,1708422994909,14
1708422994909,1708422994923,14
1708422994923,1708422994937,14
1708422994937,1708422994951,14
1708422994951,1708422994966,15
1708422994966,1708422994979,13
1708422994979,1708422994994,15
1708422994994,1708422995007,13
1708422995007,1708422995022,15
1708422995022,1708422995036,14
1708422995036,1708422995051,15
1708422995051,1708422995065,14
1708422995065,1708422995078,13
1708422995078,1708422995091,13
1708422995091,1708422995105,14
1708422995105,1708422995120,15
1708422995120,1708422995134,14
1708422995134,1708422995149,15
1708422995149,1708422995162,13
1708422995162,1708422995176,14
1708422995176,1708422995191,15
1708422995191,1708422995206,15
1708422995206,1708422995221,15
1708422995221,1708422995235,14
1708422995235,1708422995249,14
1708422995249,1708422995262,13
1708422995262,1708422995276,14
1708422995276,1708422995295,19
1708422995295,1708422995309,14
1708422995309,1708422995323,14
1708422995323,1708422995337,14
1708422995337,1708422995350,13
1708422995350,1708422995364,14
1708422995364,1708422995378,14
1708422995378,1708422995392,14
1708422995392,1708422995407,15
1708422995407,1708422995421,14
1708422995421,1708422995436,15
1708422995436,1708422995448,12
1708422995448,1708422995462,14
1708422995462,1708422995477,15
1708422995477,1708422995491,14
1708422995491,1708422995506,15
1708422995506,1708422995519,13
1708422995519,1708422995534,15
1708422995534,1708422995547,13
1708422995547,1708422995563,16
1708422995563,1708422995575,12
1708422995575,1708422995589,14
1708422995589,1708422995603,14
1708422995603,1708422995618,15
1708422995618,1708422995629,11
1708422995629,1708422995643,14
1708422995643,1708422995656,13
1708422995656,1708422995670,14
1708422995670,1708422995684,14
1708422995684,1708422995699,15
