startTime,endTime,spinningLatency,sleepingLatency
1708258133082,1708258133130,48,-
1708258133083,1708258133130,47,-
1708258133083,1708258133132,49,-
1708258133082,1708258133133,51,-
1708258133082,1708258133151,-,69
1708258133082,1708258133151,-,69
1708258133082,1708258133151,-,69
1708258133082,1708258133152,-,70
1708258133083,1708258133152,-,69
1708258134082,1708258134127,45,-
1708258134083,1708258134127,44,-
1708258134083,1708258134131,48,-
1708258134083,1708258134133,50,-
1708258134083,1708258134139,56,-
1708258134082,1708258134148,-,66
1708258134083,1708258134151,-,68
1708258134083,1708258134151,-,68
1708258134083,1708258134151,-,68
1708258134083,1708258134152,-,69
1708258135083,1708258135131,48,-
1708258135083,1708258135132,49,-
1708258135083,1708258135132,49,-
1708258135083,1708258135133,50,-
1708258135083,1708258135137,54,-
1708258135083,1708258135152,-,69
1708258135083,1708258135153,-,70
1708258135083,1708258135153,-,70
1708258135083,1708258135153,-,70
1708258135083,1708258135154,-,71
1708258136084,1708258136135,51,-
1708258136084,1708258136135,51,-
1708258136084,1708258136135,51,-
1708258136084,1708258136139,55,-
1708258136084,1708258136145,61,-
1708258136084,1708258136152,-,68
1708258136084,1708258136152,-,68
1708258136084,1708258136153,-,69
1708258136084,1708258136153,-,69
1708258136084,1708258136153,-,69
1708258137085,1708258137132,47,-
1708258137084,1708258137132,48,-
1708258137085,1708258137132,47,-
1708258137084,1708258137132,48,-
1708258137084,1708258137133,49,-
1708258137084,1708258137151,-,67
1708258137085,1708258137154,-,69
1708258137084,1708258137154,-,70
1708258137085,1708258137154,-,69
1708258137085,1708258137154,-,69
1708258138085,1708258138131,46,-
1708258138086,1708258138138,52,-
1708258138085,1708258138138,53,-
1708258138085,1708258138153,-,68
1708258138086,1708258138154,-,68
1708258138086,1708258138155,-,69
1708258138086,1708258138155,-,69
1708258138086,1708258138155,-,69
1708258138085,1708258138163,78,-
1708258138085,1708258138164,79,-
1708258139086,1708258139131,45,-
1708258139086,1708258139132,46,-
1708258139086,1708258139135,49,-
1708258139086,1708258139136,50,-
1708258139086,1708258139141,55,-
1708258139086,1708258139155,-,69
1708258139086,1708258139155,-,69
1708258139086,1708258139156,-,70
1708258139086,1708258139156,-,70
1708258139086,1708258139157,-,71
1708258140086,1708258140131,45,-
1708258140086,1708258140131,45,-
1708258140086,1708258140134,48,-
1708258140086,1708258140136,50,-
1708258140086,1708258140142,56,-
1708258140086,1708258140154,-,68
1708258140086,1708258140155,-,69
1708258140086,1708258140155,-,69
1708258140086,1708258140155,-,69
1708258140086,1708258140156,-,70
1708258141086,1708258141133,47,-
1708258141086,1708258141134,48,-
1708258141086,1708258141134,48,-
1708258141086,1708258141137,51,-
1708258141086,1708258141139,53,-
1708258141086,1708258141155,-,69
1708258141086,1708258141155,-,69
1708258141086,1708258141155,-,69
1708258141086,1708258141155,-,69
1708258141086,1708258141156,-,70
1708258142087,1708258142129,42,-
1708258142087,1708258142132,45,-
1708258142087,1708258142136,49,-
1708258142087,1708258142143,56,-
1708258142087,1708258142143,56,-
1708258142087,1708258142156,-,69
1708258142087,1708258142157,-,70
1708258142087,1708258142157,-,70
1708258142087,1708258142157,-,70
1708258142087,1708258142157,-,70
1708258143087,1708258143135,48,-
1708258143087,1708258143137,50,-
1708258143087,1708258143137,50,-
1708258143087,1708258143139,52,-
1708258143087,1708258143144,57,-
1708258143087,1708258143156,-,69
1708258143087,1708258143156,-,69
1708258143087,1708258143157,-,70
1708258143087,1708258143157,-,70
1708258143087,1708258143157,-,70
1708258144087,1708258144138,51,-
1708258144088,1708258144143,55,-
1708258144087,1708258144150,63,-
1708258144087,1708258144155,68,-
1708258144087,1708258144156,-,69
1708258144087,1708258144157,-,70
1708258144087,1708258144157,-,70
1708258144087,1708258144157,-,70
1708258144087,1708258144157,-,70
1708258144087,1708258144167,80,-
1708258145088,1708258145134,46,-
1708258145088,1708258145136,48,-
1708258145088,1708258145139,51,-
1708258145088,1708258145139,51,-
1708258145088,1708258145142,54,-
1708258145088,1708258145155,-,67
1708258145088,1708258145156,-,68
1708258145088,1708258145156,-,68
1708258145088,1708258145157,-,69
1708258145088,1708258145158,-,70
1708258146088,1708258146131,43,-
1708258146088,1708258146135,47,-
1708258146088,1708258146136,48,-
1708258146088,1708258146137,49,-
1708258146088,1708258146140,52,-
1708258146088,1708258146155,-,67
1708258146089,1708258146156,-,67
1708258146088,1708258146157,-,69
1708258146089,1708258146157,-,68
1708258146089,1708258146157,-,68
1708258147089,1708258147137,48,-
1708258147089,1708258147139,50,-
1708258147089,1708258147142,53,-
1708258147089,1708258147147,58,-
1708258147089,1708258147150,61,-
1708258147089,1708258147157,-,68
1708258147089,1708258147158,-,69
1708258147089,1708258147158,-,69
1708258147089,1708258147158,-,69
1708258147089,1708258147158,-,69
1708258148089,1708258148140,51,-
1708258148089,1708258148141,52,-
1708258148090,1708258148142,52,-
1708258148089,1708258148142,53,-
1708258148089,1708258148143,54,-
1708258148089,1708258148156,-,67
1708258148090,1708258148157,-,67
1708258148090,1708258148157,-,67
1708258148090,1708258148158,-,68
1708258148090,1708258148158,-,68
1708258149090,1708258149137,47,-
1708258149090,1708258149138,48,-
1708258149090,1708258149140,50,-
1708258149090,1708258149140,50,-
1708258149090,1708258149143,53,-
1708258149090,1708258149158,-,68
1708258149090,1708258149159,-,69
1708258149090,1708258149159,-,69
1708258149090,1708258149159,-,69
1708258149090,1708258149159,-,69
1708258150090,1708258150135,45,-
1708258150090,1708258150137,47,-
1708258150090,1708258150137,47,-
1708258150090,1708258150137,47,-
1708258150090,1708258150144,54,-
1708258150090,1708258150158,-,68
1708258150090,1708258150158,-,68
1708258150090,1708258150158,-,68
1708258150090,1708258150159,-,69
1708258150090,1708258150159,-,69
1708258151091,1708258151140,49,-
1708258151091,1708258151140,49,-
1708258151091,1708258151140,49,-
1708258151091,1708258151151,60,-
1708258151091,1708258151153,62,-
1708258151091,1708258151159,-,68
1708258151091,1708258151159,-,68
1708258151091,1708258151160,-,69
1708258151091,1708258151161,-,70
1708258151091,1708258151161,-,70
1708258152091,1708258152140,49,-
1708258152091,1708258152141,50,-
1708258152092,1708258152142,50,-
1708258152091,1708258152143,52,-
1708258152091,1708258152147,56,-
1708258152092,1708258152159,-,67
1708258152092,1708258152159,-,67
1708258152091,1708258152160,-,69
1708258152091,1708258152160,-,69
1708258152091,1708258152161,-,70
1708258153092,1708258153138,46,-
1708258153092,1708258153139,47,-
1708258153092,1708258153139,47,-
1708258153092,1708258153141,49,-
1708258153092,1708258153145,53,-
1708258153092,1708258153159,-,67
1708258153092,1708258153159,-,67
1708258153092,1708258153160,-,68
1708258153092,1708258153160,-,68
1708258153092,1708258153161,-,69
1708258154092,1708258154137,45,-
1708258154092,1708258154137,45,-
1708258154092,1708258154140,48,-
1708258154092,1708258154141,49,-
1708258154092,1708258154145,53,-
1708258154092,1708258154160,-,68
1708258154092,1708258154160,-,68
1708258154092,1708258154160,-,68
1708258154092,1708258154161,-,69
1708258154092,1708258154161,-,69
1708258155092,1708258155136,44,-
1708258155092,1708258155137,45,-
1708258155092,1708258155138,46,-
1708258155092,1708258155140,48,-
1708258155093,1708258155147,54,-
1708258155093,1708258155160,-,67
1708258155093,1708258155160,-,67
1708258155093,1708258155160,-,67
1708258155093,1708258155162,-,69
1708258155093,1708258155162,-,69
1708258156093,1708258156140,47,-
1708258156093,1708258156141,48,-
1708258156093,1708258156142,49,-
1708258156094,1708258156143,49,-
1708258156094,1708258156148,54,-
1708258156094,1708258156161,-,67
1708258156093,1708258156161,-,68
1708258156094,1708258156162,-,68
1708258156094,1708258156163,-,69
1708258156094,1708258156163,-,69
1708258157094,1708258157139,45,-
1708258157094,1708258157140,46,-
1708258157094,1708258157140,46,-
1708258157094,1708258157141,47,-
1708258157094,1708258157146,52,-
1708258157094,1708258157162,-,68
1708258157094,1708258157162,-,68
1708258157094,1708258157163,-,69
1708258157094,1708258157163,-,69
1708258157094,1708258157163,-,69
1708258158094,1708258158140,46,-
1708258158095,1708258158143,48,-
1708258158094,1708258158143,49,-
1708258158094,1708258158147,53,-
1708258158095,1708258158155,60,-
1708258158095,1708258158163,-,68
1708258158095,1708258158163,-,68
1708258158094,1708258158163,-,69
1708258158094,1708258158164,-,70
1708258158095,1708258158164,-,69
1708258159095,1708258159142,47,-
1708258159095,1708258159143,48,-
1708258159095,1708258159145,50,-
1708258159095,1708258159146,51,-
1708258159096,1708258159146,50,-
1708258159096,1708258159163,-,67
1708258159095,1708258159163,-,68
1708258159096,1708258159163,-,67
1708258159096,1708258159164,-,68
1708258159096,1708258159164,-,68
1708258160096,1708258160143,47,-
1708258160096,1708258160145,49,-
1708258160096,1708258160145,49,-
1708258160096,1708258160147,51,-
1708258160096,1708258160151,55,-
1708258160096,1708258160164,-,68
1708258160096,1708258160164,-,68
1708258160096,1708258160164,-,68
1708258160096,1708258160165,-,69
1708258160096,1708258160168,-,72
1708258161096,1708258161144,48,-
1708258161096,1708258161145,49,-
1708258161096,1708258161145,49,-
1708258161096,1708258161145,49,-
1708258161096,1708258161154,58,-
1708258161097,1708258161165,-,68
1708258161097,1708258161165,-,68
1708258161096,1708258161166,-,70
1708258161097,1708258161167,-,70
1708258161096,1708258161167,-,71
1708258162097,1708258162144,47,-
1708258162097,1708258162144,47,-
1708258162097,1708258162145,48,-
1708258162097,1708258162148,51,-
1708258162097,1708258162150,53,-
1708258162097,1708258162164,-,67
1708258162097,1708258162164,-,67
1708258162097,1708258162165,-,68
1708258162097,1708258162165,-,68
1708258162097,1708258162165,-,68
1708258163098,1708258163143,45,-
1708258163098,1708258163146,48,-
1708258163098,1708258163146,48,-
1708258163097,1708258163147,50,-
1708258163098,1708258163148,50,-
1708258163098,1708258163165,-,67
1708258163098,1708258163165,-,67
1708258163098,1708258163166,-,68
1708258163098,1708258163166,-,68
1708258163098,1708258163168,-,70
1708258164098,1708258164144,46,-
1708258164098,1708258164144,46,-
1708258164098,1708258164147,49,-
1708258164098,1708258164147,49,-
1708258164098,1708258164150,52,-
1708258164098,1708258164167,-,69
1708258164098,1708258164167,-,69
1708258164098,1708258164167,-,69
1708258164098,1708258164167,-,69
1708258164098,1708258164172,-,74
1708258165099,1708258165146,47,-
1708258165099,1708258165146,47,-
1708258165099,1708258165146,47,-
1708258165099,1708258165147,48,-
1708258165099,1708258165147,48,-
1708258165099,1708258165166,-,67
1708258165099,1708258165166,-,67
1708258165099,1708258165167,-,68
1708258165099,1708258165168,-,69
1708258165099,1708258165168,-,69
1708258166099,1708258166143,44,-
1708258166099,1708258166149,50,-
1708258166100,1708258166151,51,-
1708258166100,1708258166156,56,-
1708258166100,1708258166159,59,-
1708258166099,1708258166166,-,67
1708258166099,1708258166167,-,68
1708258166100,1708258166167,-,67
1708258166100,1708258166167,-,67
1708258166100,1708258166168,-,68
1708258167100,1708258167147,47,-
1708258167100,1708258167147,47,-
1708258167100,1708258167149,49,-
1708258167100,1708258167152,52,-
1708258167100,1708258167154,54,-
1708258167100,1708258167169,-,69
1708258167100,1708258167169,-,69
1708258167100,1708258167169,-,69
1708258167100,1708258167169,-,69
1708258167100,1708258167170,-,70
1708258168100,1708258168148,48,-
1708258168100,1708258168149,49,-
1708258168100,1708258168149,49,-
1708258168100,1708258168151,51,-
1708258168100,1708258168153,53,-
1708258168100,1708258168168,-,68
1708258168100,1708258168169,-,69
1708258168100,1708258168169,-,69
1708258168100,1708258168169,-,69
1708258168100,1708258168169,-,69
1708258169101,1708258169147,46,-
1708258169100,1708258169148,48,-
1708258169101,1708258169149,48,-
1708258169101,1708258169153,52,-
1708258169100,1708258169169,-,69
1708258169101,1708258169170,-,69
1708258169101,1708258169170,-,69
1708258169101,1708258169170,-,69
1708258169101,1708258169170,-,69
1708258169101,1708258169173,72,-
1708258170101,1708258170147,46,-
1708258170101,1708258170153,52,-
1708258170102,1708258170155,53,-
1708258170102,1708258170169,67,-
1708258170102,1708258170170,-,68
1708258170102,1708258170170,-,68
1708258170102,1708258170170,-,68
1708258170102,1708258170170,-,68
1708258170102,1708258170171,-,69
1708258170101,1708258170182,81,-
1708258171102,1708258171151,49,-
1708258171102,1708258171157,55,-
1708258171102,1708258171160,58,-
1708258171101,1708258171161,60,-
1708258171102,1708258171162,60,-
1708258171102,1708258171169,-,67
1708258171102,1708258171169,-,67
1708258171102,1708258171169,-,67
1708258171102,1708258171171,-,69
1708258171102,1708258171171,-,69
1708258172102,1708258172147,45,-
1708258172102,1708258172152,50,-
1708258172102,1708258172152,50,-
1708258172102,1708258172153,51,-
1708258172102,1708258172157,55,-
1708258172102,1708258172171,-,69
1708258172103,1708258172171,-,68
1708258172103,1708258172171,-,68
1708258172102,1708258172171,-,69
1708258172102,1708258172172,-,70
1708258173103,1708258173148,45,-
1708258173103,1708258173148,45,-
1708258173103,1708258173152,49,-
1708258173103,1708258173153,50,-
1708258173103,1708258173157,54,-
1708258173103,1708258173171,-,68
1708258173103,1708258173172,-,69
1708258173103,1708258173172,-,69
1708258173103,1708258173172,-,69
1708258173103,1708258173173,-,70
1708258174104,1708258174149,45,-
1708258174104,1708258174150,46,-
1708258174104,1708258174151,47,-
1708258174104,1708258174153,49,-
1708258174104,1708258174154,50,-
1708258174104,1708258174172,-,68
1708258174104,1708258174172,-,68
1708258174104,1708258174172,-,68
1708258174104,1708258174173,-,69
1708258174104,1708258174173,-,69
1708258175104,1708258175150,46,-
1708258175104,1708258175151,47,-
1708258175104,1708258175152,48,-
1708258175104,1708258175156,52,-
1708258175104,1708258175156,52,-
1708258175104,1708258175172,-,68
1708258175104,1708258175174,-,70
1708258175104,1708258175174,-,70
1708258175104,1708258175174,-,70
1708258175104,1708258175174,-,70
1708258176104,1708258176153,49,-
1708258176104,1708258176154,50,-
1708258176106,1708258176158,52,-
1708258176105,1708258176173,-,68
1708258176105,1708258176173,-,68
1708258176105,1708258176173,-,68
1708258176105,1708258176174,-,69
1708258176105,1708258176174,-,69
1708258176104,1708258176183,79,-
1708258176104,1708258176185,81,-
1708258177106,1708258177152,46,-
1708258177106,1708258177152,46,-
1708258177105,1708258177152,47,-
1708258177105,1708258177153,48,-
1708258177106,1708258177155,49,-
1708258177106,1708258177174,-,68
1708258177106,1708258177175,-,69
1708258177106,1708258177175,-,69
1708258177106,1708258177175,-,69
1708258177106,1708258177175,-,69
1708258178106,1708258178156,50,-
1708258178107,1708258178157,50,-
1708258178107,1708258178159,52,-
1708258178107,1708258178161,54,-
1708258178106,1708258178168,62,-
1708258178107,1708258178174,-,67
1708258178107,1708258178175,-,68
1708258178106,1708258178175,-,69
1708258178107,1708258178175,-,68
1708258178107,1708258178176,-,69
1708258179107,1708258179151,44,-
1708258179107,1708258179152,45,-
1708258179107,1708258179153,46,-
1708258179107,1708258179158,51,-
1708258179107,1708258179158,51,-
1708258179107,1708258179175,-,68
1708258179107,1708258179175,-,68
1708258179107,1708258179175,-,68
1708258179107,1708258179176,-,69
1708258179107,1708258179177,-,70
1708258180107,1708258180156,49,-
1708258180107,1708258180156,49,-
1708258180107,1708258180156,49,-
1708258180107,1708258180157,50,-
1708258180107,1708258180159,52,-
1708258180107,1708258180176,-,69
1708258180107,1708258180176,-,69
1708258180107,1708258180176,-,69
1708258180107,1708258180177,-,70
1708258180107,1708258180177,-,70
1708258181107,1708258181153,46,-
1708258181107,1708258181155,48,-
1708258181107,1708258181156,49,-
1708258181107,1708258181156,49,-
1708258181107,1708258181158,51,-
1708258181107,1708258181176,-,69
1708258181107,1708258181177,-,70
1708258181107,1708258181177,-,70
1708258181107,1708258181177,-,70
1708258181107,1708258181177,-,70
1708258182108,1708258182150,42,-
1708258182107,1708258182151,44,-
1708258182107,1708258182157,50,-
1708258182107,1708258182157,50,-
1708258182107,1708258182162,55,-
1708258182108,1708258182176,-,68
1708258182108,1708258182177,-,69
1708258182108,1708258182177,-,69
1708258182107,1708258182177,-,70
1708258182108,1708258182180,-,72
1708258183108,1708258183153,45,-
1708258183108,1708258183156,48,-
1708258183108,1708258183156,48,-
1708258183108,1708258183160,52,-
1708258183108,1708258183168,60,-
1708258183108,1708258183177,-,69
1708258183108,1708258183178,-,70
1708258183108,1708258183178,-,70
1708258183108,1708258183178,-,70
1708258183108,1708258183178,-,70
1708258184109,1708258184162,53,-
1708258184108,1708258184163,55,-
1708258184109,1708258184163,54,-
1708258184108,1708258184176,-,68
1708258184108,1708258184176,-,68
1708258184108,1708258184177,-,69
1708258184108,1708258184177,-,69
1708258184109,1708258184177,-,68
1708258184109,1708258184183,74,-
1708258184109,1708258184184,75,-
1708258185109,1708258185155,46,-
1708258185109,1708258185156,47,-
1708258185109,1708258185157,48,-
1708258185109,1708258185160,51,-
1708258185109,1708258185162,53,-
1708258185109,1708258185177,-,68
1708258185109,1708258185178,-,69
1708258185109,1708258185178,-,69
1708258185109,1708258185178,-,69
1708258185109,1708258185179,-,70
1708258186109,1708258186155,46,-
1708258186109,1708258186158,49,-
1708258186109,1708258186159,50,-
1708258186109,1708258186162,53,-
1708258186109,1708258186165,56,-
1708258186109,1708258186176,-,67
1708258186109,1708258186176,-,67
1708258186109,1708258186177,-,68
1708258186109,1708258186178,-,69
1708258186109,1708258186178,-,69
1708258187109,1708258187156,47,-
1708258187110,1708258187156,46,-
1708258187110,1708258187158,48,-
1708258187110,1708258187159,49,-
1708258187110,1708258187165,55,-
1708258187110,1708258187177,-,67
1708258187109,1708258187177,-,68
1708258187109,1708258187177,-,68
1708258187110,1708258187178,-,68
1708258187110,1708258187178,-,68
1708258188110,1708258188156,46,-
1708258188110,1708258188158,48,-
1708258188110,1708258188160,50,-
1708258188110,1708258188175,65,-
1708258188110,1708258188177,-,67
1708258188110,1708258188179,-,69
1708258188110,1708258188179,-,69
1708258188110,1708258188179,69,-
1708258188110,1708258188180,-,70
1708258188110,1708258188180,-,70
1708258189110,1708258189156,46,-
1708258189110,1708258189157,47,-
1708258189110,1708258189162,52,-
1708258189110,1708258189168,58,-
1708258189110,1708258189174,64,-
1708258189110,1708258189178,-,68
1708258189110,1708258189179,-,69
1708258189110,1708258189179,-,69
1708258189110,1708258189179,-,69
1708258189110,1708258189180,-,70
1708258190111,1708258190155,44,-
1708258190111,1708258190161,50,-
1708258190111,1708258190163,52,-
1708258190111,1708258190165,54,-
1708258190111,1708258190165,54,-
1708258190111,1708258190179,-,68
1708258190111,1708258190179,-,68
1708258190111,1708258190180,-,69
1708258190111,1708258190180,-,69
1708258190111,1708258190181,-,70
1708258191111,1708258191156,45,-
1708258191111,1708258191160,49,-
1708258191111,1708258191162,51,-
1708258191111,1708258191162,51,-
1708258191111,1708258191165,54,-
1708258191111,1708258191179,-,68
1708258191111,1708258191180,-,69
1708258191111,1708258191180,-,69
1708258191111,1708258191180,-,69
1708258191111,1708258191181,-,70
