startTime,endTime,spinningLatency,sleepingLatency
1708258192112,1708258192159,47,-
1708258192112,1708258192159,47,-
1708258192112,1708258192159,47,-
1708258192112,1708258192163,51,-
1708258192112,1708258192163,51,-
1708258192112,1708258192180,-,68
1708258192112,1708258192180,-,68
1708258192112,1708258192181,-,69
1708258192112,1708258192181,-,69
1708258192112,1708258192182,-,70
1708258193112,1708258193156,44,-
1708258193112,1708258193161,49,-
1708258193112,1708258193162,50,-
1708258193112,1708258193164,52,-
1708258193112,1708258193165,53,-
1708258193112,1708258193182,-,70
1708258193112,1708258193182,-,70
1708258193112,1708258193182,-,70
1708258193112,1708258193182,-,70
1708258193112,1708258193182,-,70
1708258194112,1708258194158,46,-
1708258194112,1708258194163,51,-
1708258194112,1708258194165,53,-
1708258194112,1708258194167,55,-
1708258194112,1708258194174,62,-
1708258194112,1708258194181,-,69
1708258194112,1708258194181,-,69
1708258194112,1708258194181,-,69
1708258194112,1708258194182,-,70
1708258194112,1708258194182,-,70
1708258195112,1708258195156,44,-
1708258195112,1708258195161,49,-
1708258195112,1708258195161,49,-
1708258195112,1708258195162,50,-
1708258195112,1708258195163,51,-
1708258195112,1708258195179,-,67
1708258195112,1708258195180,-,68
1708258195112,1708258195180,-,68
1708258195112,1708258195181,-,69
1708258195112,1708258195182,-,70
1708258196112,1708258196159,47,-
1708258196112,1708258196177,65,-
1708258196112,1708258196180,-,68
1708258196112,1708258196181,-,69
1708258196112,1708258196181,-,69
1708258196112,1708258196181,-,69
1708258196112,1708258196182,-,70
1708258196112,1708258196186,74,-
1708258196112,1708258196188,76,-
1708258196112,1708258196196,84,-
1708258197113,1708258197159,46,-
1708258197113,1708258197159,46,-
1708258197113,1708258197162,49,-
1708258197113,1708258197164,51,-
1708258197113,1708258197166,53,-
1708258197113,1708258197181,-,68
1708258197113,1708258197181,-,68
1708258197113,1708258197181,-,68
1708258197113,1708258197181,-,68
1708258197113,1708258197182,-,69
1708258198114,1708258198161,47,-
1708258198113,1708258198161,48,-
1708258198114,1708258198165,51,-
1708258198114,1708258198169,55,-
1708258198113,1708258198172,59,-
1708258198113,1708258198181,-,68
1708258198114,1708258198182,-,68
1708258198114,1708258198182,-,68
1708258198114,1708258198182,-,68
1708258198114,1708258198182,-,68
1708258199114,1708258199160,46,-
1708258199114,1708258199164,50,-
1708258199114,1708258199165,51,-
1708258199115,1708258199165,50,-
1708258199115,1708258199168,53,-
1708258199115,1708258199184,-,69
1708258199115,1708258199184,-,69
1708258199115,1708258199184,-,69
1708258199115,1708258199185,-,70
1708258199115,1708258199185,-,70
1708258200115,1708258200159,44,-
1708258200115,1708258200161,46,-
1708258200115,1708258200167,52,-
1708258200115,1708258200180,65,-
1708258200115,1708258200183,-,68
1708258200115,1708258200183,-,68
1708258200115,1708258200183,-,68
1708258200115,1708258200184,-,69
1708258200115,1708258200184,-,69
1708258200115,1708258200190,75,-
1708258201115,1708258201159,44,-
1708258201115,1708258201163,48,-
1708258201115,1708258201168,53,-
1708258201115,1708258201169,54,-
1708258201115,1708258201171,56,-
1708258201115,1708258201184,-,69
1708258201115,1708258201184,-,69
1708258201115,1708258201184,-,69
1708258201115,1708258201184,-,69
1708258201115,1708258201184,-,69
1708258202116,1708258202163,47,-
1708258202116,1708258202164,48,-
1708258202116,1708258202165,49,-
1708258202116,1708258202177,61,-
1708258202116,1708258202182,66,-
1708258202116,1708258202183,-,67
1708258202116,1708258202184,-,68
1708258202116,1708258202185,-,69
1708258202116,1708258202186,-,70
1708258202116,1708258202186,-,70
1708258203116,1708258203163,47,-
1708258203117,1708258203163,46,-
1708258203116,1708258203164,48,-
1708258203116,1708258203166,50,-
1708258203117,1708258203168,51,-
1708258203116,1708258203184,-,68
1708258203117,1708258203185,-,68
1708258203116,1708258203185,-,69
1708258203117,1708258203186,-,69
1708258203117,1708258203186,-,69
1708258204117,1708258204163,46,-
1708258204118,1708258204179,61,-
1708258204118,1708258204179,61,-
1708258204117,1708258204185,-,68
1708258204118,1708258204185,-,67
1708258204117,1708258204186,69,-
1708258204118,1708258204186,-,68
1708258204118,1708258204187,-,69
1708258204118,1708258204187,-,69
1708258204118,1708258204190,72,-
1708258205118,1708258205164,46,-
1708258205118,1708258205164,46,-
1708258205118,1708258205164,46,-
1708258205118,1708258205167,49,-
1708258205118,1708258205170,52,-
1708258205118,1708258205186,-,68
1708258205118,1708258205186,-,68
1708258205118,1708258205186,-,68
1708258205118,1708258205187,-,69
1708258205118,1708258205187,-,69
1708258206118,1708258206168,50,-
1708258206118,1708258206169,51,-
1708258206118,1708258206170,52,-
1708258206118,1708258206173,55,-
1708258206118,1708258206175,57,-
1708258206118,1708258206187,-,69
1708258206118,1708258206187,-,69
1708258206118,1708258206188,-,70
1708258206119,1708258206189,-,70
1708258206118,1708258206189,-,71
1708258207119,1708258207165,46,-
1708258207119,1708258207165,46,-
1708258207119,1708258207166,47,-
1708258207119,1708258207169,50,-
1708258207119,1708258207169,50,-
1708258207119,1708258207188,-,69
1708258207119,1708258207188,-,69
1708258207119,1708258207189,-,70
1708258207119,1708258207189,-,70
1708258207119,1708258207189,-,70
1708258208119,1708258208164,45,-
1708258208119,1708258208165,46,-
1708258208119,1708258208168,49,-
1708258208119,1708258208172,53,-
1708258208119,1708258208178,59,-
1708258208119,1708258208187,-,68
1708258208119,1708258208187,-,68
1708258208119,1708258208187,-,68
1708258208119,1708258208188,-,69
1708258208119,1708258208189,-,70
1708258209119,1708258209168,49,-
1708258209119,1708258209168,49,-
1708258209119,1708258209168,49,-
1708258209120,1708258209170,50,-
1708258209119,1708258209171,52,-
1708258209120,1708258209187,-,67
1708258209119,1708258209187,-,68
1708258209120,1708258209188,-,68
1708258209120,1708258209189,-,69
1708258209120,1708258209189,-,69
1708258210119,1708258210165,46,-
1708258210119,1708258210165,46,-
1708258210119,1708258210167,48,-
1708258210120,1708258210168,48,-
1708258210119,1708258210169,50,-
1708258210120,1708258210189,-,69
1708258210120,1708258210189,-,69
1708258210120,1708258210189,-,69
1708258210120,1708258210189,-,69
1708258210120,1708258210190,-,70
1708258211120,1708258211164,44,-
1708258211120,1708258211165,45,-
1708258211120,1708258211166,46,-
1708258211120,1708258211170,50,-
1708258211120,1708258211175,55,-
1708258211120,1708258211187,-,67
1708258211120,1708258211187,-,67
1708258211120,1708258211188,-,68
1708258211120,1708258211188,-,68
1708258211120,1708258211189,-,69
1708258212120,1708258212164,44,-
1708258212120,1708258212165,45,-
1708258212120,1708258212167,47,-
1708258212120,1708258212168,48,-
1708258212120,1708258212172,52,-
1708258212120,1708258212186,-,66
1708258212120,1708258212188,-,68
1708258212120,1708258212189,-,69
1708258212120,1708258212189,-,69
1708258212120,1708258212189,-,69
1708258213120,1708258213164,44,-
1708258213120,1708258213166,46,-
1708258213120,1708258213167,47,-
1708258213120,1708258213171,51,-
1708258213120,1708258213176,56,-
1708258213120,1708258213189,-,69
1708258213120,1708258213190,-,70
1708258213121,1708258213190,-,69
1708258213121,1708258213190,-,69
1708258213121,1708258213191,-,70
1708258214121,1708258214167,46,-
1708258214121,1708258214168,47,-
1708258214121,1708258214170,49,-
1708258214121,1708258214172,51,-
1708258214121,1708258214172,51,-
1708258214121,1708258214189,-,68
1708258214121,1708258214191,-,70
1708258214121,1708258214191,-,70
1708258214121,1708258214192,-,71
1708258214121,1708258214192,-,71
1708258215121,1708258215167,46,-
1708258215122,1708258215171,49,-
1708258215121,1708258215171,50,-
1708258215122,1708258215172,50,-
1708258215121,1708258215173,52,-
1708258215122,1708258215190,-,68
1708258215122,1708258215190,-,68
1708258215122,1708258215191,-,69
1708258215122,1708258215191,-,69
1708258215122,1708258215191,-,69
1708258216122,1708258216171,49,-
1708258216122,1708258216171,49,-
1708258216122,1708258216172,50,-
1708258216122,1708258216172,50,-
1708258216122,1708258216172,50,-
1708258216122,1708258216191,-,69
1708258216122,1708258216192,-,70
1708258216122,1708258216192,-,70
1708258216122,1708258216193,-,71
1708258216122,1708258216193,-,71
1708258217123,1708258217170,47,-
1708258217123,1708258217170,47,-
1708258217123,1708258217170,47,-
1708258217123,1708258217170,47,-
1708258217123,1708258217172,49,-
1708258217123,1708258217190,-,67
1708258217123,1708258217190,-,67
1708258217123,1708258217191,-,68
1708258217123,1708258217192,-,69
1708258217123,1708258217192,-,69
1708258218123,1708258218169,46,-
1708258218123,1708258218173,50,-
1708258218123,1708258218174,51,-
1708258218123,1708258218175,52,-
1708258218123,1708258218175,52,-
1708258218123,1708258218191,-,68
1708258218123,1708258218191,-,68
1708258218123,1708258218193,-,70
1708258218123,1708258218193,-,70
1708258218123,1708258218194,-,71
1708258219124,1708258219171,47,-
1708258219123,1708258219173,50,-
1708258219123,1708258219173,50,-
1708258219124,1708258219176,52,-
1708258219124,1708258219177,53,-
1708258219124,1708258219191,-,67
1708258219124,1708258219192,-,68
1708258219124,1708258219192,-,68
1708258219124,1708258219193,-,69
1708258219124,1708258219193,-,69
1708258220124,1708258220173,49,-
1708258220124,1708258220173,49,-
1708258220124,1708258220174,50,-
1708258220124,1708258220174,50,-
1708258220124,1708258220176,52,-
1708258220124,1708258220192,-,68
1708258220124,1708258220192,-,68
1708258220124,1708258220194,-,70
1708258220124,1708258220194,-,70
1708258220124,1708258220195,-,71
1708258221125,1708258221170,45,-
1708258221125,1708258221171,46,-
1708258221125,1708258221173,48,-
1708258221125,1708258221174,49,-
1708258221125,1708258221180,55,-
1708258221125,1708258221193,-,68
1708258221125,1708258221194,-,69
1708258221125,1708258221194,-,69
1708258221125,1708258221194,-,69
1708258221125,1708258221195,-,70
1708258222125,1708258222173,48,-
1708258222125,1708258222173,48,-
1708258222125,1708258222173,48,-
1708258222125,1708258222174,49,-
1708258222125,1708258222177,52,-
1708258222125,1708258222194,-,69
1708258222125,1708258222194,-,69
1708258222125,1708258222195,-,70
1708258222125,1708258222195,-,70
1708258222125,1708258222196,-,71
1708258223126,1708258223171,45,-
1708258223126,1708258223171,45,-
1708258223126,1708258223175,49,-
1708258223126,1708258223175,49,-
1708258223126,1708258223177,51,-
1708258223126,1708258223192,-,66
1708258223126,1708258223195,-,69
1708258223126,1708258223195,-,69
1708258223126,1708258223195,-,69
1708258223126,1708258223195,-,69
1708258224127,1708258224173,46,-
1708258224127,1708258224175,48,-
1708258224127,1708258224177,50,-
1708258224127,1708258224177,50,-
1708258224127,1708258224181,54,-
1708258224127,1708258224195,-,68
1708258224127,1708258224196,-,69
1708258224127,1708258224196,-,69
1708258224127,1708258224196,-,69
1708258224127,1708258224196,-,69
-,-,-,-
